lookback_bars,z_entry,z_exit,confirm_bars,stop_multiple,momentum_threshold,min_hold_bars,skip_first_minutes,z_spread_threshold,exit_tighten_bars,exit_tighten_rate,volume_spike_multiple,per_leg_exit,time_weight_enabled,profit_factor,win_rate,sharpe,sortino,calmar,net_pnl,max_dd_pct,max_dd_dollars,total_trades,avg_winner,avg_loser,expectancy,avg_hold_bars,best_day,worst_day
60,2.0,0.5,2,4.0,0.75,3,0,2.0,25,0.04,1.5,False,True,1.2738620602698258,0.5280373831775701,2.446656478216301,4.353579297351772,4.040178571428556,27149.999999999898,0.06665013637490702,6720.0,856,279.3971238938054,-245.38985148514885,31.71728971962605,13.76285046728972,3870.0,-3425.0
60,2.0,0.5,2,4.0,0.75,3,0,2.0,15,0.02,1.0,True,False,1.2013532801184126,0.492014742014742,1.9455776917696201,4.902804630844526,3.6092861655085393,28567.500000000087,0.07870140200855126,7915.0,1628,212.7902621722847,-171.55683192261182,17.547604422604476,7.656633906633907,10085.0,-2875.0
60,2.0,0.5,2,4.0,0.75,3,0,2.0,25,0.01,1.5,True,False,1.1995620399440683,0.499063670411985,2.0446783797603962,3.596678614398655,3.084828711256127,18910.00000000006,0.061083154800458374,6130.0,1068,213.25984990619148,-177.11682242990653,17.705992509363348,9.308988764044944,3470.0,-3040.0
60,2.0,0.5,2,4.0,0.75,3,0,2.0,25,0.01,1.3,True,False,1.2879901421467232,0.495253164556962,2.327966518680141,6.793797392965637,5.124510571652306,32719.99999999997,0.06348811772894501,6385.0,1264,233.76198083067092,-178.0799373040753,25.88607594936706,8.58623417721519,10085.0,-1985.0
60,2.0,0.5,2,4.0,0.75,3,0,2.0,15,0.02,1.5,False,False,1.190999979127966,0.5110294117647058,2.4063076668220598,4.191656697815824,3.4900839054157067,22877.499999999956,0.06501363749070171,6555.0,1088,256.57374100719414,-225.14567669172934,21.027113970588196,12.247242647058824,3590.0,-3755.0
60,2.0,0.5,2,4.0,0.75,3,0,2.0,25,0.01,1.5,True,True,1.2485682270916336,0.5082547169811321,1.927368334927312,3.3604804405290825,3.2569331158238195,19965.000000000015,0.061083154800458374,6130.0,848,232.67981438515085,-192.61390887290167,23.543632075471717,10.57311320754717,3470.0,-3040.0
60,2.0,0.5,2,4.0,0.75,3,0,2.0,15,0.04,1.5,True,True,1.2485682270916336,0.5082547169811321,1.927368334927312,3.3604804405290825,3.2569331158238195,19965.000000000015,0.061083154800458374,6130.0,848,232.67981438515085,-192.61390887290167,23.543632075471717,10.57311320754717,3470.0,-3040.0
60,2.0,0.5,2,4.0,0.75,3,0,2.0,25,0.04,1.5,True,True,1.2485682270916336,0.5082547169811321,1.927368334927312,3.3604804405290825,3.2569331158238195,19965.000000000015,0.061083154800458374,6130.0,848,232.67981438515085,-192.61390887290167,23.543632075471717,10.57311320754717,3470.0,-3040.0
60,2.0,0.5,2,4.0,0.75,3,0,2.0,40,0.01,1.0,True,False,1.2013532801184126,0.492014742014742,1.9455776917696201,4.902804630844526,3.6092861655085393,28567.500000000087,0.07870140200855126,7915.0,1628,212.7902621722847,-171.55683192261182,17.547604422604476,7.656633906633907,10085.0,-2875.0
60,2.0,0.5,2,4.0,0.75,3,0,2.0,15,0.04,1.3,True,False,1.2879901421467232,0.495253164556962,2.327966518680141,6.793797392965637,5.124510571652306,32719.99999999997,0.06348811772894501,6385.0,1264,233.76198083067092,-178.0799373040753,25.88607594936706,8.58623417721519,10085.0,-1985.0
